dataset,rel_path,width,height,aspect_ratio,mode,channels,format,filesize_bytes,brightness,brightness_std,contrast,mean_saturation,clip_low_frac,clip_high_frac,sharpness_lapvar,edge_density,gray_entropy,metadata_blocks,corrupt
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00006.jpg,28,28,1.0,RGB,3,JPEG,18539,216.24957275390625,48.36111068725586,0.19618754088878632,0.08681131899356842,0.0,0.30612244897959184,0.1690414994955063,0.2614795918367347,6.0224604428392885,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00007.jpg,28,28,1.0,RGB,3,JPEG,18497,197.01487731933594,67.5654296875,0.27191436290740967,0.09928560256958008,0.0,0.35459183673469385,0.1592155247926712,0.20790816326530612,6.082373472109918,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00008.jpg,28,28,1.0,RGB,3,JPEG,12259,186.21810913085938,74.6506118774414,0.2938136160373688,0.13215433061122894,0.0,0.29464285714285715,0.21500779688358307,0.22448979591836735,6.38738822619479,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00009.jpg,28,28,1.0,RGB,3,JPEG,18511,206.03189086914062,61.687461853027344,0.24627859890460968,0.08980128169059753,0.0,0.3622448979591837,0.16125337779521942,0.2423469387755102,5.957355951270851,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00010.jpg,28,28,1.0,RGB,3,JPEG,18645,189.78358459472656,71.58458709716797,0.28215768933296204,0.12389366328716278,0.0,0.3112244897959184,0.22154103219509125,0.2461734693877551,6.42139843792872,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00011.jpg,28,28,1.0,RGB,3,JPEG,12233,204.74021911621094,59.78810501098633,0.23983493447303772,0.09570793062448502,0.0,0.33035714285714285,0.17071592807769775,0.26403061224489793,6.161465330234763,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00012.jpg,28,28,1.0,RGB,3,JPEG,18865,215.9736328125,54.04064178466797,0.21790127456188202,0.08655480295419693,0.0,0.3622448979591837,0.2010258287191391,0.23469387755102042,5.704634943888141,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00013.jpg,28,28,1.0,RGB,3,JPEG,18919,194.06121826171875,69.67670440673828,0.27744489908218384,0.12612034380435944,0.0,0.31760204081632654,0.23209457099437714,0.24872448979591838,6.3172838747145095,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00014.jpg,28,28,1.0,RGB,3,JPEG,18886,201.0102081298828,67.8990249633789,0.2651931643486023,0.12738004326820374,0.0,0.33163265306122447,0.1971966028213501,0.23214285714285715,6.086568301825727,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00015.jpg,28,28,1.0,RGB,3,JPEG,12625,204.5331573486328,64.76072692871094,0.2555215358734131,0.11233406513929367,0.0,0.32908163265306123,0.24664680659770966,0.24744897959183673,6.01137281545729,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00016.jpg,28,28,1.0,RGB,3,JPEG,18908,212.90008544921875,55.2315673828125,0.22337639331817627,0.09382139146327972,0.0,0.33290816326530615,0.21497464179992676,0.26403061224489793,5.9115373176068156,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00017.jpg,28,28,1.0,RGB,3,JPEG,18919,210.7784881591797,58.696895599365234,0.23852252960205078,0.11078577488660812,0.0,0.34311224489795916,0.22087949514389038,0.23979591836734693,5.935616476063473,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00018.jpg,28,28,1.0,RGB,3,JPEG,18823,212.5973663330078,55.48683166503906,0.22887299954891205,0.09051869809627533,0.0,0.36989795918367346,0.197408989071846,0.2461734693877551,5.826838540941058,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00019.jpg,28,28,1.0,RGB,3,JPEG,18815,215.24404907226562,56.2291145324707,0.22635018825531006,0.08774147927761078,0.0,0.38010204081632654,0.19912874698638916,0.21045918367346939,5.69226046065157,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00020.jpg,28,28,1.0,RGB,3,JPEG,12464,218.35757446289062,53.100799560546875,0.21253322064876556,0.0734453797340393,0.0,0.3903061224489796,0.15989868342876434,0.22066326530612246,5.654007836665392,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00021.jpg,28,28,1.0,RGB,3,JPEG,18828,208.45620727539062,62.82609176635742,0.2486819177865982,0.0892491415143013,0.0,0.3762755102040816,0.1752476543188095,0.23341836734693877,5.788649629979096,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00022.jpg,28,28,1.0,RGB,3,JPEG,18803,206.573974609375,60.323368072509766,0.24395090341567993,0.09808807820081711,0.0,0.3278061224489796,0.14216813445091248,0.22321428571428573,6.073124715364591,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00023.jpg,28,28,1.0,RGB,3,JPEG,18847,202.8703155517578,64.20055389404297,0.2544310986995697,0.10506569594144821,0.0,0.34311224489795916,0.1861412227153778,0.2512755102040816,5.966845326194576,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00024.jpg,28,28,1.0,RGB,3,JPEG,18832,211.2954864501953,59.56843566894531,0.23604829609394073,0.09527477622032166,0.0,0.3737244897959184,0.17430317401885986,0.23214285714285715,5.773357825372522,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00025.jpg,28,28,1.0,RGB,3,JPEG,19052,205.4017791748047,55.9504508972168,0.22376281023025513,0.12157074362039566,0.0,0.23596938775510204,0.19432368874549866,0.288265306122449,6.405369443026356,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00026.jpg,28,28,1.0,RGB,3,JPEG,12695,208.1590118408203,53.212642669677734,0.21274936199188232,0.0940609723329544,0.0,0.25510204081632654,0.20397843420505524,0.29464285714285715,6.415324377587346,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00027.jpg,28,28,1.0,RGB,3,JPEG,18784,194.47406005859375,64.2157974243164,0.25887131690979004,0.09740712493658066,0.0,0.31505102040816324,0.1569800227880478,0.22448979591836735,6.302167102686529,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00028.jpg,28,28,1.0,RGB,3,JPEG,18813,196.76828002929688,63.43906021118164,0.25583165884017944,0.09146034717559814,0.0,0.3125,0.17249570786952972,0.23979591836734693,6.244538567680477,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00029.jpg,28,28,1.0,RGB,3,JPEG,12358,173.4272918701172,72.04148864746094,0.2859349846839905,0.11848893761634827,0.0,0.2385204081632653,0.1696203649044037,0.2614795918367347,6.844532155822267,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00030.jpg,28,28,1.0,RGB,3,JPEG,12195,215.16539001464844,53.271728515625,0.21419143676757812,0.07634912431240082,0.0,0.34183673469387754,0.14897440373897552,0.22066326530612246,5.948608777709276,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00031.jpg,28,28,1.0,RGB,3,JPEG,18582,214.09310913085938,50.03795623779297,0.2022184133529663,0.0910213440656662,0.0,0.3010204081632653,0.1607746183872223,0.274234693877551,6.071463984226343,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00032.jpg,28,28,1.0,RGB,3,JPEG,12379,212.79931640625,51.51093292236328,0.21082082390785217,0.10117382556200027,0.0,0.2895408163265306,0.20893941819667816,0.26913265306122447,6.100648757252698,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00033.jpg,28,28,1.0,RGB,3,JPEG,18694,201.90731811523438,56.20901107788086,0.22406253218650818,0.12482896447181702,0.0,0.2627551020408163,0.15694975852966309,0.2614795918367347,6.384620240243178,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00034.jpg,28,28,1.0,RGB,3,JPEG,12123,213.8796844482422,52.67282485961914,0.2067469209432602,0.08023055642843246,0.0,0.3405612244897959,0.11247235536575317,0.26403061224489793,5.883639049301027,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00035.jpg,28,28,1.0,RGB,3,JPEG,18661,211.79251098632812,54.89463806152344,0.22094221413135529,0.09382464736700058,0.0,0.29846938775510207,0.1794046312570572,0.25637755102040816,6.002982201879017,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00036.jpg,28,28,1.0,RGB,3,JPEG,18720,208.1598663330078,52.71535110473633,0.216840460896492,0.1142418161034584,0.0,0.24489795918367346,0.23791001737117767,0.2755102040816326,6.3791200341238,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00037.jpg,28,28,1.0,RGB,3,JPEG,18684,210.84779357910156,53.03433609008789,0.21189463138580322,0.0713919997215271,0.0,0.2997448979591837,0.2168659120798111,0.26403061224489793,6.184523539657714,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00038.jpg,28,28,1.0,RGB,3,JPEG,18569,213.57611083984375,54.7004280090332,0.2188657820224762,0.0798838883638382,0.0,0.3201530612244898,0.1584092378616333,0.25892857142857145,5.975013817098733,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00039.jpg,28,28,1.0,RGB,3,JPEG,18609,203.4498291015625,59.97379684448242,0.23867027461528778,0.09370095282793045,0.0,0.29591836734693877,0.1845722645521164,0.2461734693877551,6.301559688397762,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00040.jpg,28,28,1.0,RGB,3,JPEG,18578,176.2538299560547,72.15083312988281,0.2857087552547455,0.12067479640245438,0.0,0.25510204081632654,0.17956307530403137,0.25,6.700013804071039,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00041.jpg,28,28,1.0,RGB,3,JPEG,18554,198.29762268066406,63.29806900024414,0.2539893090724945,0.08884221315383911,0.0,0.3239795918367347,0.16263245046138763,0.24872448979591838,6.201214223876995,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00046.jpg,28,28,1.0,RGB,3,JPEG,18561,183.55186462402344,69.10017395019531,0.269126832485199,0.14213474094867706,0.0,0.22831632653061223,0.13143500685691833,0.2576530612244898,6.772402748741914,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00047.jpg,28,28,1.0,RGB,3,JPEG,18593,192.4876708984375,57.898529052734375,0.22218602895736694,0.1293974220752716,0.0,0.2066326530612245,0.13135528564453125,0.274234693877551,6.7455088797794005,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00048.jpg,28,28,1.0,RGB,3,JPEG,18634,184.4766082763672,64.94257354736328,0.25461864471435547,0.1286924183368683,0.0,0.17729591836734693,0.14554771780967712,0.22959183673469388,6.935905866050093,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00049.jpg,28,28,1.0,RGB,3,JPEG,18405,201.43409729003906,61.39072036743164,0.2381625473499298,0.08947107940912247,0.0,0.31760204081632654,0.12994880974292755,0.20535714285714285,6.1729155466755,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00043.jpg,28,28,1.0,RGB,3,JPEG,12122,204.62840270996094,60.66322326660156,0.2348167449235916,0.09057067334651947,0.0,0.3482142857142857,0.1362580955028534,0.21683673469387754,5.924408408301328,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00001.jpg,28,28,1.0,RGB,3,JPEG,19055,192.71896362304688,72.02224731445312,0.27782055735588074,0.11727383732795715,0.0,0.399234693877551,0.20687897503376007,0.21301020408163265,5.876145162296741,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00042.jpg,28,28,1.0,RGB,3,JPEG,18585,190.79762268066406,64.15347290039062,0.2577250003814697,0.10065030306577682,0.0,0.28316326530612246,0.17880530655384064,0.2538265306122449,6.4795305239465275,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00002.jpg,28,28,1.0,RGB,3,JPEG,12146,210.36904907226562,61.29148483276367,0.24184288084506989,0.0822022408246994,0.0,0.36862244897959184,0.1636289656162262,0.21556122448979592,5.828027733061224,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00044.jpg,28,28,1.0,RGB,3,JPEG,18519,197.34481811523438,61.232078552246094,0.23894059658050537,0.12460118532180786,0.0,0.28188775510204084,0.12928639352321625,0.22193877551020408,6.3377293102907055,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00003.jpg,28,28,1.0,RGB,3,JPEG,18561,203.80995178222656,62.896976470947266,0.25264492630958557,0.09368275851011276,0.0,0.35586734693877553,0.18680043518543243,0.24362244897959184,6.024053776198878,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00004.jpg,28,28,1.0,RGB,3,JPEG,18630,213.00552368164062,54.52835464477539,0.22067777812480927,0.09164973348379135,0.0,0.32653061224489793,0.24527588486671448,0.25892857142857145,5.978363668321446,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00005.jpg,28,28,1.0,RGB,3,JPEG,18684,206.4638671875,55.304813385009766,0.22560931742191315,0.10568135231733322,0.0,0.27040816326530615,0.19086839258670807,0.2780612244897959,6.333276478307667,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00006.jpg,28,28,1.0,RGB,3,JPEG,18539,216.24957275390625,48.36111068725586,0.19618754088878632,0.08681131899356842,0.0,0.30612244897959184,0.1690414994955063,0.2614795918367347,6.0224604428392885,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00007.jpg,28,28,1.0,RGB,3,JPEG,18497,197.01487731933594,67.5654296875,0.27191436290740967,0.09928560256958008,0.0,0.35459183673469385,0.1592155247926712,0.20790816326530612,6.082373472109918,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00008.jpg,28,28,1.0,RGB,3,JPEG,12259,186.21810913085938,74.6506118774414,0.2938136160373688,0.13215433061122894,0.0,0.29464285714285715,0.21500779688358307,0.22448979591836735,6.38738822619479,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00009.jpg,28,28,1.0,RGB,3,JPEG,18511,206.03189086914062,61.687461853027344,0.24627859890460968,0.08980128169059753,0.0,0.3622448979591837,0.16125337779521942,0.2423469387755102,5.957355951270851,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00010.jpg,28,28,1.0,RGB,3,JPEG,18645,189.78358459472656,71.58458709716797,0.28215768933296204,0.12389366328716278,0.0,0.3112244897959184,0.22154103219509125,0.2461734693877551,6.42139843792872,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00011.jpg,28,28,1.0,RGB,3,JPEG,12233,204.74021911621094,59.78810501098633,0.23983493447303772,0.09570793062448502,0.0,0.33035714285714285,0.17071592807769775,0.26403061224489793,6.161465330234763,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00012.jpg,28,28,1.0,RGB,3,JPEG,18865,215.9736328125,54.04064178466797,0.21790127456188202,0.08655480295419693,0.0,0.3622448979591837,0.2010258287191391,0.23469387755102042,5.704634943888141,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00013.jpg,28,28,1.0,RGB,3,JPEG,18919,194.06121826171875,69.67670440673828,0.27744489908218384,0.12612034380435944,0.0,0.31760204081632654,0.23209457099437714,0.24872448979591838,6.3172838747145095,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00014.jpg,28,28,1.0,RGB,3,JPEG,18886,201.0102081298828,67.8990249633789,0.2651931643486023,0.12738004326820374,0.0,0.33163265306122447,0.1971966028213501,0.23214285714285715,6.086568301825727,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00015.jpg,28,28,1.0,RGB,3,JPEG,12625,204.5331573486328,64.76072692871094,0.2555215358734131,0.11233406513929367,0.0,0.32908163265306123,0.24664680659770966,0.24744897959183673,6.01137281545729,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00016.jpg,28,28,1.0,RGB,3,JPEG,18908,212.90008544921875,55.2315673828125,0.22337639331817627,0.09382139146327972,0.0,0.33290816326530615,0.21497464179992676,0.26403061224489793,5.9115373176068156,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00017.jpg,28,28,1.0,RGB,3,JPEG,18919,210.7784881591797,58.696895599365234,0.23852252960205078,0.11078577488660812,0.0,0.34311224489795916,0.22087949514389038,0.23979591836734693,5.935616476063473,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00018.jpg,28,28,1.0,RGB,3,JPEG,18823,212.5973663330078,55.48683166503906,0.22887299954891205,0.09051869809627533,0.0,0.36989795918367346,0.197408989071846,0.2461734693877551,5.826838540941058,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00019.jpg,28,28,1.0,RGB,3,JPEG,18815,215.24404907226562,56.2291145324707,0.22635018825531006,0.08774147927761078,0.0,0.38010204081632654,0.19912874698638916,0.21045918367346939,5.69226046065157,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00020.jpg,28,28,1.0,RGB,3,JPEG,12464,218.35757446289062,53.100799560546875,0.21253322064876556,0.0734453797340393,0.0,0.3903061224489796,0.15989868342876434,0.22066326530612246,5.654007836665392,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00021.jpg,28,28,1.0,RGB,3,JPEG,18828,208.45620727539062,62.82609176635742,0.2486819177865982,0.0892491415143013,0.0,0.3762755102040816,0.1752476543188095,0.23341836734693877,5.788649629979096,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00022.jpg,28,28,1.0,RGB,3,JPEG,18803,206.573974609375,60.323368072509766,0.24395090341567993,0.09808807820081711,0.0,0.3278061224489796,0.14216813445091248,0.22321428571428573,6.073124715364591,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00023.jpg,28,28,1.0,RGB,3,JPEG,18847,202.8703155517578,64.20055389404297,0.2544310986995697,0.10506569594144821,0.0,0.34311224489795916,0.1861412227153778,0.2512755102040816,5.966845326194576,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00024.jpg,28,28,1.0,RGB,3,JPEG,18832,211.2954864501953,59.56843566894531,0.23604829609394073,0.09527477622032166,0.0,0.3737244897959184,0.17430317401885986,0.23214285714285715,5.773357825372522,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00025.jpg,28,28,1.0,RGB,3,JPEG,19052,205.4017791748047,55.9504508972168,0.22376281023025513,0.12157074362039566,0.0,0.23596938775510204,0.19432368874549866,0.288265306122449,6.405369443026356,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00026.jpg,28,28,1.0,RGB,3,JPEG,12695,208.1590118408203,53.212642669677734,0.21274936199188232,0.0940609723329544,0.0,0.25510204081632654,0.20397843420505524,0.29464285714285715,6.415324377587346,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00027.jpg,28,28,1.0,RGB,3,JPEG,18784,194.47406005859375,64.2157974243164,0.25887131690979004,0.09740712493658066,0.0,0.31505102040816324,0.1569800227880478,0.22448979591836735,6.302167102686529,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00028.jpg,28,28,1.0,RGB,3,JPEG,18813,196.76828002929688,63.43906021118164,0.25583165884017944,0.09146034717559814,0.0,0.3125,0.17249570786952972,0.23979591836734693,6.244538567680477,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00029.jpg,28,28,1.0,RGB,3,JPEG,12358,173.4272918701172,72.04148864746094,0.2859349846839905,0.11848893761634827,0.0,0.2385204081632653,0.1696203649044037,0.2614795918367347,6.844532155822267,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00030.jpg,28,28,1.0,RGB,3,JPEG,12195,215.16539001464844,53.271728515625,0.21419143676757812,0.07634912431240082,0.0,0.34183673469387754,0.14897440373897552,0.22066326530612246,5.948608777709276,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00031.jpg,28,28,1.0,RGB,3,JPEG,18582,214.09310913085938,50.03795623779297,0.2022184133529663,0.0910213440656662,0.0,0.3010204081632653,0.1607746183872223,0.274234693877551,6.071463984226343,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00032.jpg,28,28,1.0,RGB,3,JPEG,12379,212.79931640625,51.51093292236328,0.21082082390785217,0.10117382556200027,0.0,0.2895408163265306,0.20893941819667816,0.26913265306122447,6.100648757252698,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00033.jpg,28,28,1.0,RGB,3,JPEG,18694,201.90731811523438,56.20901107788086,0.22406253218650818,0.12482896447181702,0.0,0.2627551020408163,0.15694975852966309,0.2614795918367347,6.384620240243178,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00034.jpg,28,28,1.0,RGB,3,JPEG,12123,213.8796844482422,52.67282485961914,0.2067469209432602,0.08023055642843246,0.0,0.3405612244897959,0.11247235536575317,0.26403061224489793,5.883639049301027,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00035.jpg,28,28,1.0,RGB,3,JPEG,18661,211.79251098632812,54.89463806152344,0.22094221413135529,0.09382464736700058,0.0,0.29846938775510207,0.1794046312570572,0.25637755102040816,6.002982201879017,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00036.jpg,28,28,1.0,RGB,3,JPEG,18720,208.1598663330078,52.71535110473633,0.216840460896492,0.1142418161034584,0.0,0.24489795918367346,0.23791001737117767,0.2755102040816326,6.3791200341238,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00037.jpg,28,28,1.0,RGB,3,JPEG,18684,210.84779357910156,53.03433609008789,0.21189463138580322,0.0713919997215271,0.0,0.2997448979591837,0.2168659120798111,0.26403061224489793,6.184523539657714,4,False
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00038.jpg,28,28,1.0,RGB,3,JPEG,18569,213.57611083984375,54.7004280090332,0.2188657820224762,0.0798838883638382,0.0,0.3201530612244898,0.1584092378616333,0.25892857142857145,5.975013817098733,4,False
