dataset,rel_path,semantic_group,representation,motif_class,source_id,role,width,height,md5
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00013.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,a3bede3118149fbdf971f2fa5ce95a4e
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00014.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,5294570f41af91c175bb189be52db67c
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00015.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,b8643b0765bfeedaf609a63a4db8d857
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00016.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,3fb3acde5d267ba978f4fb9edaa9ed8a
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00017.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,7dde4af09caa359f705b375f1a9c0b5d
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00018.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,f5666fb0c56aeb38580ab838752f5689
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00019.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,49d552fc0ed8c641fdd891c1f3db3a47
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00020.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,cc76514c72e2ba68fb39cafa19ac0d29
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00021.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,c951decb4a5543e196b5265ea152386d
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00022.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,cbcd357bbe823f5977210f6ab95c822b
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00023.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,f7f9c78e509f9dbf16fafed2c70a50a6
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00024.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,0f4a799c25ba08a9e4d2c2a5fd91c382
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00025.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,a93c13140381f1fa04faa0f1dc4096ce
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00026.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,f60fbb91d33c44a6b19bf8889bd53d56
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00027.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,6aba430aa741abe3ec2e4fec05d70ea0
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00028.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,5b3724422a4e390b445eda58a849c072
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00029.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,7f635a0ed2719c5089987fcd5d03e6a2
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00030.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,c34c73344c0344c044e247cc6a99f231
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00031.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,612300b6de39cdf3397b4354c76d3a84
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00032.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,d039482c7d67cda8c0d53cf78a0979a7
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00033.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,02cb964ab9cea29da83f4e2d3e886ebd
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00034.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,2771f9a9ce6a975324b821365358c976
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00035.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,f3edcec64b0eb244a909e08ad2756e23
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00036.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,fd437dd4f634c6b588d990781a9af016
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00037.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,350336163cc326709eb4090d25ac9c54
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00038.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,19d72b61cc456e7f4a4cd32cad8c3797
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00039.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,3ee29e42dcb7a88f485db4afe67f01fe
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00040.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,b2a3e5e8bbb667346b6a0f7d9fce9f8b
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00041.jpg,Gunung Ringgit,all_motifs (864),Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,28,28,ffa91262d386afb27fb70f271832d8e0
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_182615.jpg,Mekhela,mekhela_source,,20180828_182615.jpg,source,1163,1163,4468fdce85932f825982928ed64f3a22
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_182936.jpg,Mekhela,mekhela_source,,20180828_182936.jpg,source,1220,1220,7c00bf1ad7963abbf232451bf28be78c
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_183203.jpg,Mekhela,mekhela_source,,20180828_183203.jpg,source,987,986,4d07a5d83cf2e7003c643dca388bb852
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_183326.jpg,Mekhela,mekhela_source,,20180828_183326.jpg,source,1196,1196,19f612671cac621d8e4db153fb3f68aa
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_183529.jpg,Mekhela,mekhela_source,,20180828_183529.jpg,source,1324,1324,fe0f582264e59084144d556fe5042e05
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_183750.jpg,Mekhela,mekhela_source,,20180828_183750.jpg,source,1258,1258,852493668a73c551a7c7537ec23af32f
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180828_183834.jpg,Mekhela,mekhela_source,,20180828_183834.jpg,source,1106,1106,6bf303b4fd078af661d553fa03df59cf
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_105656.jpg,Mekhela,mekhela_source,,20180831_105656.jpg,source,2571,2572,b32200387b766a62774707685c15e664
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_105815.jpg,Mekhela,mekhela_source,,20180831_105815.jpg,source,1816,1815,2e4797f125143bdfce1a74f849100826
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_105834.jpg,Mekhela,mekhela_source,,20180831_105834.jpg,source,1786,1786,8734618f4baa225225ef84fe7e5178da
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_110001.jpg,Mekhela,mekhela_source,,20180831_110001.jpg,source,1460,1460,6fab4286c441a47dfa65261be2042753
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_110036.jpg,Mekhela,mekhela_source,,20180831_110036.jpg,source,2735,2734,796bed5034078d42831e26cdcbb4193b
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_110203.jpg,Mekhela,mekhela_source,,20180831_110203.jpg,source,2519,2519,56a772b295c688ee17d79719cc08dd88
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_110943.jpg,Mekhela,mekhela_source,,20180831_110943.jpg,source,1749,1749,285d3032dcc0bff0cce788e30c78a1b7
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_111139.jpg,Mekhela,mekhela_source,,20180831_111139.jpg,source,2171,2171,c195a25e4f7aa2fe5080c06e823a9891
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_111350.jpg,Mekhela,mekhela_source,,20180831_111350.jpg,source,1282,1282,55cf5b77a4c1105311180ad16a14e290
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_111707.jpg,Mekhela,mekhela_source,,20180831_111707.jpg,source,454,454,c196e741c25a930de0dd1f52c9fe6afa
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_111806.jpg,Mekhela,mekhela_source,,20180831_111806.jpg,source,3023,3024,23625b177ff6a191a2fe689a024837cb
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112053.jpg,Mekhela,mekhela_source,,20180831_112053.jpg,source,1312,1311,0731d5ad36fe697ba31844846d13214a
